label,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62
fist,0.0,0.0,0.0,0.24485483765602112,-0.07142528146505356,-0.09795071184635162,0.45676863193511963,-0.3587620258331299,-0.11806638538837433,0.48772692680358887,-0.7168132066726685,-0.136874258518219,0.35958588123321533,-0.9331120252609253,-0.14975927770137787,0.36284658312797546,-0.5978876352310181,0.013330447487533092,0.46931540966033936,-0.7837856411933899,-0.09072573482990265,0.4192117154598236,-0.6578220129013062,-0.16477373242378235,0.3277280032634735,-0.5186864137649536,-0.19434398412704468,0.20915375649929047,-0.6667647361755371,0.02856896072626114,0.29407984018325806,-0.8802269101142883,-0.07938730716705322,0.25280579924583435,-0.6251569390296936,-0.12712758779525757,0.17865611612796783,-0.4205286204814911,-0.12943848967552185,0.049409206956624985,-0.7000108361244202,0.02214956469833851,0.13900913298130035,-0.9288227558135986,-0.10878179222345352,0.11838687211275101,-0.6281325817108154,-0.09881594032049179,0.052250977605581284,-0.3874480724334717,-0.050029054284095764,-0.13270819187164307,-0.7064422965049744,0.009494280442595482,-0.03683562949299812,-0.8972029089927673,-0.08206319063901901,-0.023821040987968445,-0.7414864897727966,-0.061765506863594055,-0.06289176642894745,-0.5972687005996704,-0.020110569894313812
fist,0.0,0.0,0.0,0.23588137328624725,-0.06955291330814362,-0.08457384258508682,0.4496109187602997,-0.38042163848876953,-0.09922145307064056,0.4848129153251648,-0.7349787950515747,-0.11379823088645935,0.3559601306915283,-0.9345011115074158,-0.12471199035644531,0.3188633620738983,-0.6172066330909729,0.0076205250807106495,0.4252133071422577,-0.828603208065033,-0.0924043133854866,0.39862021803855896,-0.7148932218551636,-0.15966300666332245,0.3196467459201813,-0.592980682849884,-0.18490445613861084,0.1737813502550125,-0.6780399084091187,0.015307284891605377,0.2721675932407379,-0.9156979918479919,-0.09628058224916458,0.24262849986553192,-0.641211748123169,-0.13995009660720825,0.16724979877471924,-0.43472933769226074,-0.13587157428264618,0.019724680110812187,-0.7094115018844604,0.004166523925960064,0.12473112344741821,-0.9381260275840759,-0.12917041778564453,0.1139620989561081,-0.6285849809646606,-0.11680416762828827,0.043647926300764084,-0.40126076340675354,-0.0642043799161911,-0.15996390581130981,-0.7150561809539795,-0.011395039036870003,-0.05330520495772362,-0.9209492206573486,-0.10139783471822739,-0.022042395547032356,-0.7503154873847961,-0.07605704665184021,-0.05497807636857033,-0.5983664393424988,-0.030303381383419037
fist,0.0,0.0,0.0,0.242461696267128,-0.1035664901137352,-0.07461559772491455,0.439855694770813,-0.40079864859580994,-0.08659940958023071,0.47522303462028503,-0.7344177961349487,-0.10252328217029572,0.35772258043289185,-0.9338278770446777,-0.11289490014314651,0.33320152759552,-0.6248613595962524,0.02505277283489704,0.44587165117263794,-0.8162736296653748,-0.0712285190820694,0.4120903015136719,-0.6863952875137329,-0.13276028633117676,0.3288450539112091,-0.5621466636657715,-0.15439751744270325,0.19454021751880646,-0.6853815317153931,0.026257876306772232,0.2935248613357544,-0.9203497171401978,-0.07999373227357864,0.26036497950553894,-0.6599122881889343,-0.12023888528347015,0.18713295459747314,-0.47494223713874817,-0.11511030048131943,0.04259348660707474,-0.7157613039016724,0.008084367960691452,0.14716073870658875,-0.9444682002067566,-0.1221228539943695,0.13647665083408356,-0.6465829014778137,-0.10894077271223068,0.06846698373556137,-0.43242064118385315,-0.05642573907971382,-0.13743899762630463,-0.7181615829467773,-0.01437762938439846,-0.02661716565489769,-0.9339847564697266,-0.10260166972875595,0.008193466812372208,-0.7751173377037048,-0.07674825191497803,-0.02126896008849144,-0.6300907731056213,-0.03070877492427826
fist,0.0,0.0,0.0,0.24546828866004944,-0.10857204347848892,-0.07243656367063522,0.4414466321468353,-0.40125423669815063,-0.08376762270927429,0.48256656527519226,-0.7309501767158508,-0.10155023634433746,0.36266469955444336,-0.9319196939468384,-0.11469827592372894,0.31946536898612976,-0.6332312226295471,0.03517012670636177,0.4276493489742279,-0.836854875087738,-0.06349324434995651,0.40857431292533875,-0.7053318619728088,-0.1298372596502304,0.33226126432418823,-0.5652888417243958,-0.1531703919172287,0.18202628195285797,-0.6867601275444031,0.03578945994377136,0.2827237546443939,-0.9155933260917664,-0.07362136989831924,0.25643646717071533,-0.6566802859306335,-0.11993303894996643,0.183086097240448,-0.46262890100479126,-0.11819270998239517,0.03132730722427368,-0.7109220027923584,0.016391392797231674,0.14148643612861633,-0.9393965005874634,-0.1162462905049324,0.13104277849197388,-0.6478346586227417,-0.10767190158367157,0.06124384328722954,-0.4304092526435852,-0.05713715776801109,-0.14535199105739594,-0.7073193192481995,-0.0071726287715137005,-0.03330777585506439,-0.9242138266563416,-0.09793269634246826,-0.0060731759294867516,-0.7700561881065369,-0.07492998242378235,-0.04548710584640503,-0.6257798075675964,-0.029966983944177628
fist,0.0,0.0,0.0,0.24892495572566986,-0.124602310359478,-0.060837965458631516,0.43210068345069885,-0.41635093092918396,-0.07020053267478943,0.46417275071144104,-0.7471547722816467,-0.08746784925460815,0.34312647581100464,-0.9392892122268677,-0.1009482741355896,0.2963153123855591,-0.6287373304367065,0.039221033453941345,0.38051846623420715,-0.8531836867332458,-0.049462657421827316,0.3810494840145111,-0.7107247114181519,-0.10987718403339386,0.33131474256515503,-0.5733440518379211,-0.13197270035743713,0.16610713303089142,-0.6703298687934875,0.035310178995132446,0.2605913579463959,-0.9149481654167175,-0.0641123577952385,0.25415557622909546,-0.6597486734390259,-0.10867258906364441,0.1923358142375946,-0.4799094796180725,-0.1085786372423172,0.025957101956009865,-0.6874561905860901,0.013741431757807732,0.12974508106708527,-0.9266132712364197,-0.10647883266210556,0.1401636153459549,-0.6433086395263672,-0.09891175478696823,0.08079889416694641,-0.43832021951675415,-0.05333470180630684,-0.1409158706665039,-0.6770015358924866,-0.011380334384739399,-0.03484508767724037,-0.9030234217643738,-0.09455104172229767,0.01231626607477665,-0.7521504759788513,-0.07362668961286545,-0.009848194196820259,-0.6074796319007874,-0.032597798854112625
fist,0.0,0.0,0.0,0.24293754994869232,-0.1252738982439041,-0.07006057351827621,0.42331886291503906,-0.4116935133934021,-0.0857648029923439,0.4470773935317993,-0.7377829551696777,-0.10853943228721619,0.3302801251411438,-0.9438830018043518,-0.12669254839420319,0.3079291582107544,-0.6243013143539429,0.0318734347820282,0.3967503309249878,-0.8409646153450012,-0.07397790998220444,0.37680691480636597,-0.7012240290641785,-0.14886046946048737,0.30991190671920776,-0.5592882633209229,-0.17751023173332214,0.17107319831848145,-0.6686018705368042,0.029884643852710724,0.2562541663646698,-0.9073148965835571,-0.07969913631677628,0.24286243319511414,-0.6489635109901428,-0.12936599552631378,0.18510505557060242,-0.4537403881549835,-0.13216282427310944,0.02442772500216961,-0.6839268207550049,0.007929299026727676,0.12368486076593399,-0.9263994097709656,-0.11897442489862442,0.12784141302108765,-0.6427426338195801,-0.11169721186161041,0.0735093429684639,-0.4248841404914856,-0.06503000110387802,-0.14401496946811676,-0.6720076203346252,-0.018839692696928978,-0.035585202276706696,-0.8948209285736084,-0.10566876828670502,0.0012043097522109747,-0.7533844113349915,-0.08543499559164047,-0.027791019529104233,-0.6116484999656677,-0.04414518550038338
fist,0.0,0.0,0.0,0.08505453169345856,-0.14152148365974426,-0.037895988672971725,0.08707676082849503,-0.3148440718650818,-0.04996756091713905,0.025022735819220543,-0.4340818524360657,-0.06772641092538834,-0.05852266028523445,-0.46162813901901245,-0.08274467289447784,0.029630372300744057,-0.5149150490760803,-0.009956791065633297,0.04511026293039322,-0.7201648950576782,-0.044016651809215546,0.05129238963127136,-0.8411145210266113,-0.06612446904182434,0.04673021286725998,-0.9467719793319702,-0.08086033910512924,-0.052880022674798965,-0.5048727989196777,-0.02460462413728237,-0.08841665089130402,-0.7271710634231567,-0.07376030087471008,-0.11076286435127258,-0.8726462125778198,-0.10547783970832825,-0.13586822152137756,-0.990726888179779,-0.1215796172618866,-0.12035252898931503,-0.44087129831314087,-0.04510410130023956,-0.1470024138689041,-0.5646883845329285,-0.11826750636100769,-0.08116470277309418,-0.46138906478881836,-0.12614087760448456,-0.039751771837472916,-0.37114405632019043,-0.10755258798599243,-0.1776910424232483,-0.34509629011154175,-0.06848052889108658,-0.19238975644111633,-0.45738470554351807,-0.12262018769979477,-0.13476574420928955,-0.40340563654899597,-0.11452360451221466,-0.09197718650102615,-0.3319524824619293,-0.09390419721603394
fist,0.0,0.0,0.0,0.08981963247060776,-0.1369410753250122,-0.041381869465112686,0.09542091190814972,-0.3153021037578583,-0.05314183980226517,0.028797181323170662,-0.42591390013694763,-0.07007763534784317,-0.0494849719107151,-0.45883873105049133,-0.08405652642250061,0.03202683478593826,-0.5195000767707825,-0.008809024468064308,0.04870622232556343,-0.7180770039558411,-0.04454062506556511,0.053119391202926636,-0.8406581878662109,-0.06848856806755066,0.04924437776207924,-0.946036696434021,-0.08433760702610016,-0.050477392971515656,-0.5079283714294434,-0.022586440667510033,-0.08799752593040466,-0.7266937494277954,-0.07253477722406387,-0.11212357878684998,-0.8724262118339539,-0.10537213832139969,-0.13776540756225586,-0.9904648661613464,-0.12181364744901657,-0.11794218420982361,-0.442949116230011,-0.043167389929294586,-0.146614670753479,-0.5662869811058044,-0.12087766826152802,-0.0831323117017746,-0.46769097447395325,-0.13205167651176453,-0.04272273927927017,-0.37864768505096436,-0.11478235572576523,-0.17495977878570557,-0.3465360403060913,-0.06674154847860336,-0.18978208303451538,-0.4560128152370453,-0.1268170028924942,-0.1326495110988617,-0.40028059482574463,-0.12207838892936707,-0.09105458110570908,-0.328816294670105,-0.10284095257520676
fist,0.0,0.0,0.0,0.09110917896032333,-0.1438676416873932,-0.029036976397037506,0.09563471376895905,-0.31290459632873535,-0.036870695650577545,0.03514304757118225,-0.43989238142967224,-0.05229520425200462,-0.05086323618888855,-0.46150004863739014,-0.06581224501132965,0.04002469405531883,-0.5149651169776917,0.0008624850888736546,0.05617933347821236,-0.7194899916648865,-0.02869437262415886,0.06430170685052872,-0.8361908793449402,-0.049574706703424454,0.06105294078588486,-0.9421795010566711,-0.06510693579912186,-0.04301783815026283,-0.5082998871803284,-0.016729775816202164,-0.07708664238452911,-0.7258898019790649,-0.0641573965549469,-0.10121462494134903,-0.872082531452179,-0.09718935936689377,-0.12698112428188324,-0.991905152797699,-0.11567161977291107,-0.10941415280103683,-0.44569823145866394,-0.039153940975666046,-0.1375855803489685,-0.5714746713638306,-0.10748764127492905,-0.07322178035974503,-0.4638764560222626,-0.11291613429784775,-0.03139891475439072,-0.3729429244995117,-0.09454403072595596,-0.1663554459810257,-0.34861135482788086,-0.06396662443876266,-0.18312181532382965,-0.46256765723228455,-0.11523903161287308,-0.1262158900499344,-0.40614357590675354,-0.10580327361822128,-0.08176864683628082,-0.3329871892929077,-0.08514592796564102
peace_sign,0.0,0.0,0.0,0.10408272594213486,-0.11907809972763062,-0.04297427088022232,0.1316348761320114,-0.27872854471206665,-0.06325963884592056,0.08063367754220963,-0.3986639976501465,-0.0897662490606308,0.0056572663597762585,-0.4597705006599426,-0.11350458115339279,0.09852097928524017,-0.494274377822876,-0.02147664502263069,0.15130668878555298,-0.6852777600288391,-0.06280117481946945,0.1756329983472824,-0.8074051737785339,-0.08810025453567505,0.18829019367694855,-0.9090785980224609,-0.10265719890594482,0.013671621680259705,-0.4935571253299713,-0.040083494037389755,0.0018322643591091037,-0.723937451839447,-0.099155955016613,-0.009866063483059406,-0.8796260952949524,-0.1365828812122345,-0.02557014673948288,-0.9996730089187622,-0.1532749980688095,-0.06427367776632309,-0.43652626872062683,-0.06514988094568253,-0.054949622601270676,-0.5307714343070984,-0.15715964138507843,-0.001102934475056827,-0.4198637306690216,-0.17725639045238495,0.02862389199435711,-0.32665207982063293,-0.16110584139823914,-0.1336509734392166,-0.35126781463623047,-0.09240730851888657,-0.11293880641460419,-0.45140567421913147,-0.16301462054252625,-0.0497482493519783,-0.3835775554180145,-0.1631631851196289,-0.004670035559684038,-0.3025633692741394,-0.14428596198558807
peace_sign,0.0,0.0,0.0,0.10991892218589783,-0.12085998803377151,-0.042005885392427444,0.14141029119491577,-0.29261407256126404,-0.05809975415468216,0.08347618579864502,-0.42442309856414795,-0.07976982742547989,0.0030014056246727705,-0.48128262162208557,-0.09870444238185883,0.10603681951761246,-0.4923369586467743,-0.014269983395934105,0.15930402278900146,-0.6855708956718445,-0.05159757286310196,0.18424010276794434,-0.8049302101135254,-0.07368036359548569,0.19734670221805573,-0.9057976007461548,-0.08615216612815857,0.022975511848926544,-0.49555811285972595,-0.029891574755311012,0.012762068770825863,-0.7260906100273132,-0.08542236685752869,0.0035284224431961775,-0.8790795207023621,-0.12121201306581497,-0.01076375413686037,-0.9999421238899231,-0.13671498000621796,-0.05265155807137489,-0.4428427517414093,-0.05181475356221199,-0.04418761655688286,-0.5378128886222839,-0.13954849541187286,0.009614686481654644,-0.42765387892723083,-0.15849743783473969,0.03732817620038986,-0.33534881472587585,-0.14202764630317688,-0.1210504025220871,-0.3626483976840973,-0.07561380416154861,-0.10230568051338196,-0.466592937707901,-0.14054341614246368,-0.04220760241150856,-0.4003787040710449,-0.1379249542951584,-0.0019615828059613705,-0.32018187642097473,-0.11793072521686554
peace_sign,0.0,0.0,0.0,0.1056644394993782,-0.12121012806892395,-0.04543958231806755,0.13984361290931702,-0.29106074571609497,-0.06373633444309235,0.09046895802021027,-0.42979949712753296,-0.08681223541498184,0.010035638697445393,-0.4945141673088074,-0.1069282740354538,0.10366269201040268,-0.486172080039978,-0.01948458142578602,0.15596872568130493,-0.6796500086784363,-0.058778177946805954,0.18031437695026398,-0.7980456352233887,-0.08195186406373978,0.19277916848659515,-0.9004428386688232,-0.09403875470161438,0.021189609542489052,-0.49198824167251587,-0.03167862817645073,0.009611332789063454,-0.7245983481407166,-0.08640659600496292,0.0005198029102757573,-0.8776609897613525,-0.11981230974197388,-0.012907749973237514,-0.999916672706604,-0.13309761881828308,-0.054003212600946426,-0.44332557916641235,-0.050113286823034286,-0.045669928193092346,-0.5332435965538025,-0.13478076457977295,0.007543339394032955,-0.42110103368759155,-0.14996430277824402,0.03568495810031891,-0.3243265151977539,-0.13068491220474243,-0.12112879008054733,-0.36823946237564087,-0.07104630023241043,-0.10260632634162903,-0.46607163548469543,-0.13037171959877014,-0.04524208977818489,-0.4022405445575714,-0.12347814440727234,-0.006898073013871908,-0.32059115171432495,-0.10043488442897797
